Sales_ID;name;year;selling_price;km_driven;Region;State or Province;City;fuel;seller_type;transmission;owner;mileage;engine;max_power;torque;seats;sold
1949;Mahindra;2011;22500;57000;Central;Wisconsin;Stevens Point;Diesel;Individual;Manual;Second_Owner;21;1461;64,1;160Nm@ 2000rpm;5;Y
1956;Maruti;2012;22500;40000;Central;Wisconsin;Sun Prairie;Petrol;Individual;Manual;First_Owner;19,7;796;46,3;62Nm@ 3000rpm;5;Y
2096;Chevrolet;2008;22500;120000;East;Ohio;Sandusky;Diesel;Individual;Manual;Second_Owner;16,52;1991;123,7;305Nm@ 2000rpm;5;N
2099;Datsun;2015;22500;71850;Central;North Dakota;Dickinson;Petrol;Individual;Manual;First_Owner;20,63;1198;67;104Nm@ 4000rpm;5;N
2267;Maruti;2016;22500;35000;East;Ohio;Xenia;Petrol;Individual;Manual;Second_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;N
2359;Hyundai;2011;22500;50000;South;South Carolina;Taylors;Petrol;Individual;Manual;First_Owner;19,81;1086;68,05;99.04Nm@ 4500rpm;5;N
2373;Ford;2012;22500;87237;East;New Jersey;Lindenwold;Diesel;Dealer;Manual;Second_Owner;20;1399;68,05;160Nm@ 2000rpm;5;N
2472;Mahindra;2013;22500;90000;South;Alabama;Birmingham;Diesel;Individual;Manual;First_Owner;17,21;1493;100;240Nm@ 1600-2800rpm;7;N
2637;Maruti;2013;22500;58343;West;Utah;Springville;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
2670;Maruti;2013;22500;58343;East;Pennsylvania;Penn Hills;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
2733;Hyundai;2012;22500;110000;Central;Oklahoma;Shawnee;Petrol;Individual;Manual;First_Owner;19,81;1086;68,05;99.04Nm@ 4500rpm;5;N
2993;Nissan;2014;22500;100000;South;North Carolina;Wilmington;Petrol;Individual;Manual;First_Owner;19,49;1198;67,04;104Nm@ 4000rpm;5;N
3085;Maruti;2013;22500;58343;Central;Texas;Duncanville;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
3100;Maruti;2013;22500;58343;Central;Illinois;Oak Forest;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
3168;Tata;2011;22500;35000;West;Oregon;Oregon City;Petrol;Individual;Manual;First_Owner;15;1368;90;116Nm@ 4750rpm;5;N
3205;Datsun;2014;22500;33000;Central;Kansas;Lenexa;Petrol;Individual;Manual;First_Owner;20,63;1198;67;104Nm@ 4000rpm;5;N
3415;Maruti;2013;22500;58343;South;Virginia;Reston;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
3479;Hyundai;2011;22500;80000;Central;Minnesota;Woodbury;Petrol;Individual;Manual;Second_Owner;20,36;1197;78,9;111.8Nm@ 4000rpm;5;N
3523;Maruti;2013;22500;58343;West;Washington;Vancouver;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
3564;Hyundai;2014;22500;35000;Central;Iowa;Mason City;Petrol;Individual;Manual;First_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;N
3795;Chevrolet;2006;22500;100000;Central;Illinois;Streamwood;Diesel;Individual;Manual;First_Owner;14,8;2499;80;19@ 1,800(kgm@ rpm);10;N
3800;Maruti;2009;22500;120000;West;California;El Centro;Diesel;Individual;Manual;Third_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
3838;Maruti;2013;22500;58343;South;Georgia;Newnan;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
3861;Maruti;2010;22500;120000;Central;Texas;Waxahachie;Diesel;Individual;Manual;Second_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
4206;Ford;2012;22500;87237;East;New York;Freeport;Diesel;Dealer;Manual;Second_Owner;20;1399;68,05;160Nm@ 2000rpm;5;N
4222;Maruti;2013;22500;58343;West;California;Pacifica;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
4241;Maruti;2013;22500;58343;East;Maryland;Randallstown;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
4262;Maruti;2013;22500;58343;Central;Texas;Cloverleaf;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
4327;Maruti;2013;22500;58343;East;New York;Tonawanda;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
4421;Maruti;2013;22500;58343;South;North Carolina;Thomasville;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
4661;Tata;2013;22500;70000;South;Alabama;Montgomery;Diesel;Individual;Manual;Second_Owner;19,4;1405;70;135.4Nm@ 2500rpm;5;N
4696;Renault;2012;22500;110000;East;Connecticut;Bristol;Diesel;Individual;Manual;Second_Owner;23,08;1461;63,12;160Nm@ 2000rpm;5;N
4810;Maruti;2011;22500;20000;East;Maine;Lewiston;Petrol;Individual;Manual;First_Owner;18,9;998;67,1;90Nm@ 3500rpm;5;N
4822;Maruti;2013;22500;58343;Central;Texas;Leander;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
4889;Chevrolet;2013;22500;100000;Central;Illinois;Romeoville;Diesel;Individual;Manual;Second_Owner;22,1;1248;76,9;205Nm@ 1750rpm;5;N
5018;Maruti;2010;22500;64000;Central;Michigan;Flint;Diesel;Individual;Manual;Third_Owner;21,1;1248;73,9;113Nm@ 4500rpm;5;N
5076;Hyundai;2012;22500;109322;West;California;Calexico;Petrol;Individual;Manual;Second_Owner;16,36;1495;93,7;124.6Nm@ 3500rpm;5;N
5090;Maruti;2013;22500;58343;Central;Indiana;Fort Wayne;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
5152;Ford;2011;22500;90000;West;California;Pomona;Diesel;Individual;Manual;Second_Owner;20;1399;68;160Nm@ 2000rpm;5;N
5344;Maruti;2011;22500;30000;East;Ohio;Shaker Heights;Petrol;Individual;Manual;First_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
5405;Hyundai;2010;22500;50000;South;Tennessee;Clarksville;Petrol;Dealer;Manual;First_Owner;20,36;1197;78,9;111.7Nm@ 4000rpm;5;N
5416;Tata;2005;22500;188000;West;Washington;Lynnwood;Diesel;Individual;Manual;First_Owner;12,3;1948;90;190@ 21,800(kgm@ rpm);7;N
5442;Chevrolet;2010;22500;60000;South;Georgia;Kennesaw;Petrol;Individual;Manual;Second_Owner;12,9;1598;102,5;148Nm@ 4000rpm;5;N
5487;Hyundai;2014;22500;60000;West;Nevada;Carson City;Petrol;Individual;Manual;Second_Owner;20,36;1197;78,9;111.7Nm@ 4000rpm;5;N
5501;Ford;2012;22500;60000;West;Washington;Spanaway;Diesel;Individual;Manual;First_Owner;20;1399;68;160Nm@ 2000rpm;5;N
5503;Tata;2011;22500;110000;West;Washington;Spanaway;Diesel;Individual;Manual;Third_Owner;13,93;2179;138,03;320Nm@ 1700-2700rpm;7;N
5621;Maruti;2013;22500;58343;South;Georgia;Dunwoody;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
5736;Tata;2014;22500;120000;Central;Texas;Huntsville;Diesel;Individual;Manual;First_Owner;22,3;1248;74;190Nm@ 1750-3000rpm;5;N
5766;Mahindra;2012;22500;110000;West;California;Encinitas;Diesel;Individual;Manual;Second_Owner;20,8;1461;65;160Nm@ 2000rpm;5;N
5919;Hyundai;2013;22500;75000;East;New York;Jamestown;Petrol;Individual;Manual;Second_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;N
5949;Tata;2011;22500;35000;West;Oregon;Grants Pass;Petrol;Individual;Manual;First_Owner;15;1368;90;116Nm@ 4750rpm;5;N
6006;Datsun;2014;22500;35000;East;Maryland;Ellicott City;Petrol;Individual;Manual;First_Owner;20,63;1198;67;104Nm@ 4000rpm;5;N
6173;Maruti;2013;22500;58343;Central;Kansas;Derby;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
6215;Volkswagen;2010;22500;80000;East;Maine;West Scarborough;Petrol;Individual;Manual;Second_Owner;14;1595;102;15@ 3,800(kgm@ rpm);5;N
6277;Hyundai;2014;22500;35000;East;Maine;West Scarborough;Petrol;Individual;Manual;First_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;N
6357;Volkswagen;2011;22500;90000;Central;Kansas;Newton;Diesel;Individual;Manual;First_Owner;20,54;1598;103,6;250Nm@ 1500-2500rpm;5;N
6395;Ford;2010;22500;100000;South;Tennessee;Knoxville;Diesel;Individual;Manual;Second_Owner;17,8;1399;68;16.3@ 2,000(kgm@ rpm);5;N
6561;Maruti;2013;22500;58343;East;Pennsylvania;Bethel Park;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
6580;Maruti;2013;22500;58343;West;Arizona;Kingman;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
6696;Maruti;2013;22500;58343;West;Colorado;Castle Rock;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
6746;Maruti;2011;22500;76000;Central;Kansas;Wichita;Petrol;Individual;Manual;Second_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
6839;Ford;2011;22500;15000;West;California;Eureka;Petrol;Individual;Manual;First_Owner;15,6;1196;70;102Nm@ 4000rpm;5;N
6932;Chevrolet;2012;22500;100000;West;California;Granite Bay;Diesel;Individual;Manual;Third_Owner;25,44;936;57,6;150Nm@ 1750rpm;5;N
6966;Maruti;2013;22500;58343;West;Oregon;Keizer;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
7696;Maruti;2011;22500;90000;Central;Iowa;Dubuque;Petrol;Individual;Manual;First_Owner;19,7;796;46,3;62Nm@ 3000rpm;5;N
7865;Maruti;2013;22500;58343;Central;Texas;Lubbock;Petrol;Trustmark_Dealer;Manual;First_Owner;21,79;998;67,05;90Nm@ 3500rpm;5;N
6197;Volkswagen;2011;22700;73840;Central;Texas;Flower Mound;Petrol;Individual;Manual;First_Owner;15,04;1598;103,6;153Nm@ 3800rpm;5;N
3198;Tata;2013;22800;60000;East;Maryland;Annapolis;Diesel;Individual;Manual;Second_Owner;25;1396;69,01;140Nm@ 1800-3000rpm;5;N
5863;Tata;2013;22800;60000;South;Tennessee;Memphis;Diesel;Individual;Manual;Second_Owner;25;1396;69,01;140Nm@ 1800-3000rpm;5;N
318;Renault;2016;23000;40000;East;District of Columbia;Washington;Petrol;Individual;Manual;First_Owner;25,17;799;53,3;72Nm@ 4386rpm;5;Y
441;Mahindra;2011;23000;170000;East;District of Columbia;Washington;Diesel;Individual;Manual;Second_Owner;21;1461;64,1;160Nm@ 2000rpm;5;Y
480;Hyundai;2008;23000;50000;South;North Carolina;Charlotte;Petrol;Individual;Manual;First_Owner;19,81;1086;68,05;99.04Nm@ 4500rpm;5;Y
642;Mahindra;2010;23000;168000;West;California;Los Angeles;Diesel;Individual;Manual;First_Owner;14;2498;112;260 Nm at 1800-2200 rpm;7;Y
643;Mahindra;2010;23000;168000;South;Florida;Miami;Diesel;Individual;Manual;First_Owner;14;2498;112;260 Nm at 1800-2200 rpm;7;Y
787;Datsun;2017;23000;80000;Central;Illinois;Chicago;Petrol;Individual;Manual;First_Owner;22,7;799;53;72Nm@ 4388rpm;5;Y
812;Tata;2011;23000;110000;West;California;Los Angeles;Diesel;Individual;Manual;Second_Owner;18,8;1248;90;200Nm@ 1750-3000rpm;5;Y
816;Tata;2011;23000;110000;Central;Texas;Houston;Diesel;Individual;Manual;Second_Owner;18,8;1248;90;200Nm@ 1750-3000rpm;5;Y
859;Chevrolet;2013;23000;46000;East;Pennsylvania;Philadelphia;Petrol;Individual;Manual;First_Owner;18,2;1199;84,8;113Nm@ 5000rpm;5;Y
1022;Honda;2008;23000;120000;Central;Illinois;Chicago;Petrol;Individual;Manual;Second_Owner;17;1497;118;146Nm at 4800 rpm;5;Y
1191;Mahindra;2006;23000;80000;South;Tennessee;Collierville;Diesel;Individual;Manual;Second_Owner;10,5;2179;120;290Nm@ 1800-2800rpm;7;Y
1285;Mahindra;2007;23000;120000;East;New York;Bethpage;Diesel;Individual;Manual;Third_Owner;10,5;2609;120;290Nm@ 1800-2800rpm;7;Y
1416;Volkswagen;2012;23000;70000;Central;Texas;Carrollton;Diesel;Individual;Manual;Fourth_Above_Owner;22,07;1199;73,9;180Nm@ 2000rpm;5;Y
1459;Hyundai;2009;23000;50000;Central;Kansas;Hutchinson;Petrol;Individual;Manual;Second_Owner;19,81;1086;68,05;99.04Nm@ 4500rpm;5;Y
1547;Maruti;2011;23000;18500;East;Maryland;Cumberland;Petrol;Individual;Manual;First_Owner;18,5;1197;85,8;114Nm@ 4000rpm;5;Y
1825;Tata;2012;23000;50000;Central;Texas;Bryan;Diesel;Individual;Manual;First_Owner;17;1405;70;13.5@ 2,500(kgm@ rpm);5;Y
2239;Tata;2011;23000;140000;East;Ohio;Fairfield;Diesel;Individual;Manual;Second_Owner;11,57;2179;138,1;320Nm@ 1700-2700rpm;7;N
2263;Ford;2013;23000;70000;Central;Oklahoma;Bartlesville;Diesel;Individual;Manual;First_Owner;20;1399;68,1;160Nm@ 2000rpm;5;N
2297;Maruti;2012;23000;50000;Central;Texas;Grand Prairie;Petrol;Individual;Manual;First_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
2308;Ford;2010;23000;120000;Central;Illinois;Arlington Heights;Petrol;Individual;Manual;Third_Owner;15,6;1196;70;102Nm@ 4000rpm;5;N
2524;Hyundai;2015;23000;34000;West;California;Carlsbad;Petrol;Individual;Manual;Second_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;N
2787;Tata;2015;23000;120000;East;Connecticut;Norwich;Diesel;Individual;Manual;Second_Owner;19,1;1405;70;135.4Nm@ 2500rpm;5;N
2888;Mahindra;2011;23000;105000;West;California;Moreno Valley;Diesel;Individual;Manual;Second_Owner;19,2;1461;65;16@ 2,000(kgm@ rpm);5;N
3064;Honda;2012;23000;110000;South;Alabama;Oxford;Petrol;Individual;Manual;First_Owner;19,4;1198;86,8;109Nm@ 4500rpm;5;N
3107;Hyundai;2013;23000;39000;West;New Mexico;Albuquerque;Petrol;Dealer;Manual;First_Owner;20,36;1197;78,9;111.7Nm@ 4000rpm;5;N
3470;Hyundai;2009;23000;60000;South;Mississippi;Clinton;Petrol;Individual;Manual;Third_Owner;18,5;1197;80;11.4 kgm at 4,000 rpm;5;N
3554;Skoda;2008;23000;110000;East;West Virginia;Fairmont;Diesel;Individual;Manual;Second_Owner;17,5;1896;106;25.5@ 1,900(kgm@ rpm);5;N
3642;Maruti;2011;23000;500000;West;Colorado;Denver;Petrol;Individual;Manual;Second_Owner;18,9;998;67,1;90Nm@ 3500rpm;5;N
4055;Tata;2010;23000;140000;Central;Missouri;Oakville;Diesel;Individual;Manual;First_Owner;18,4;1248;75;190Nm@ 1750rpm;5;N
4147;Maruti;2012;23000;120000;South;North Carolina;New Bern;Diesel;Individual;Manual;First_Owner;23,2;1248;73,94;190Nm@ 2000rpm;5;N
4476;Maruti;2011;23000;40000;Central;Texas;Weslaco;Petrol;Individual;Manual;Second_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
4573;Tata;2009;23000;212000;East;Ohio;Stow;Diesel;Individual;Manual;Third_Owner;11,57;2179;138,1;320Nm@ 1700-2700rpm;7;N
4999;Toyota;2002;23000;290000;West;California;Twentynine Palms;Diesel;Individual;Manual;First_Owner;13,1;2446;75;151Nm@ 2400rpm;10;N
5213;Ford;2013;23000;230000;East;New York;Watertown;Diesel;Individual;Manual;First_Owner;20;1399;68,1;160Nm@ 2000rpm;5;N
5339;Maruti;2012;23000;50000;Central;Minnesota;Minnetonka;Petrol;Individual;Manual;First_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
5540;Nissan;2012;23000;166000;Central;Michigan;Mount Pleasant;Diesel;Individual;Manual;Second_Owner;23,08;1461;63,1;160Nm@ 2000rpm;5;N
5590;Ford;2011;23000;40000;East;New York;East Meadow;Diesel;Individual;Manual;Second_Owner;20;1399;68;160Nm@ 2000rpm;5;N
5641;Hyundai;2014;23000;70000;Central;Illinois;Glendale Heights;Petrol;Individual;Manual;First_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;N
5987;Maruti;2009;23000;71000;Central;Minnesota;Lino Lakes;Petrol;Individual;Manual;First_Owner;16,1;1197;85;113Nm@ 4,500rpm;5;N
6030;Tata;2012;23000;186000;Central;Texas;Amarillo;Diesel;Individual;Manual;First_Owner;23,57;1396;70;140Nm@ 1800-3000rpm;5;N
6159;Ford;2011;23000;100000;West;Nevada;North Las Vegas;Petrol;Individual;Manual;First_Owner;15,3;1596;99,6;146Nm@ 3400rpm;5;N
6326;Ford;2010;23000;170000;East;Maine;Bangor;Diesel;Individual;Manual;Second_Owner;17,8;1399;68;16.3@ 2,000(kgm@ rpm);5;N
6623;Maruti;2014;23000;60000;East;Maryland;Waldorf;Petrol;Individual;Manual;Second_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
6752;Maruti;2009;23000;90000;Central;Kansas;Topeka;Diesel;Individual;Manual;Second_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
6753;Maruti;2009;23000;164000;Central;Kansas;Topeka;Diesel;Individual;Manual;Second_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
6765;Maruti;2014;23000;30000;Central;Missouri;Creve Coeur;Petrol;Individual;Manual;Second_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;N
6872;Datsun;2015;23000;60000;West;California;San Diego;Petrol;Individual;Manual;Second_Owner;19,44;1198;67;104Nm@ 4000rpm;7;N
6902;Maruti;2014;23000;53473;West;Washington;Lacey;Petrol;Individual;Manual;First_Owner;23,95;998;67,05;90Nm@ 3500rpm;5;N
7195;Hyundai;2014;23000;80000;West;Arizona;Sun City;Petrol;Individual;Manual;First_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;N
7224;Honda;2007;23000;60000;Central;Missouri;Independence;Petrol;Individual;Manual;Third_Owner;17,7;1497;78;12.7@ 2,700(kgm@ rpm);5;N
871;Maruti;2012;23100;70000;West;California;Los Angeles;LPG;Individual;Manual;First_Owner;26,2;998;58,2;77Nm@ 3500rpm;5;Y
5062;Maruti;2010;23100;80000;South;South Carolina;Greer;Petrol;Individual;Manual;Third_Owner;17,5;1298;85,8;114Nm@ 4000rpm;5;N
74;Hyundai;2011;23500;60000;East;New York;New York City;Petrol;Individual;Manual;Second_Owner;20,36;1197;78,9;111.7Nm@ 4000rpm;5;Y
512;Datsun;2017;23500;25000;East;New York;New York City;Petrol;Individual;Manual;First_Owner;22,7;799;53,64;72Nm@ 4386rpm;5;Y
632;Hyundai;2015;23500;50000;West;California;Los Angeles;Petrol;Individual;Manual;First_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;Y
667;Maruti;2012;23500;98500;East;New York;New York City;Petrol;Individual;Manual;Second_Owner;19;998;66,1;90Nm@ 3500rpm;5;Y
834;Maruti;2015;23500;20000;East;New York;New York City;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;Y
1324;Maruti;2014;23500;50000;West;California;Los Altos;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;Y
2175;Maruti;2011;23500;100000;West;California;San Francisco;Diesel;Individual;Manual;Second_Owner;22,9;1248;74;190Nm@ 2000rpm;5;N
2918;Maruti;2013;23500;52000;Central;Illinois;Calumet City;Petrol;Dealer;Manual;First_Owner;24,7;796;47,3;69Nm@ 3500rpm;5;N
3482;Hyundai;2009;23500;100000;South;Mississippi;Clinton;Petrol;Individual;Manual;First_Owner;18,5;1197;80;11.4 kgm at 4,000 rpm;5;N
3484;Hyundai;2011;23500;80000;South;Mississippi;Gulfport;Petrol;Individual;Manual;Second_Owner;20,36;1197;78,9;111.8Nm@ 4000rpm;5;N
3881;Maruti;2013;23500;43000;South;Florida;Davie;Petrol;Individual;Manual;Second_Owner;19;998;67,1;90Nm@ 3500rpm;5;N
4112;Maruti;2014;23500;25000;Central;Illinois;Carol Stream;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;N
4515;Maruti;2010;23500;50000;East;New Jersey;Ewing;Petrol;Individual;Manual;First_Owner;19;998;66,1;90Nm@ 3500rpm;5;N
4576;Tata;2010;23500;50000;East;Ohio;Toledo;Diesel;Individual;Manual;First_Owner;10,71;1948;90;190Nm@ 2000-3000rpm;14;N
4940;Maruti;2008;23500;152500;Central;Indiana;New Albany;Diesel;Individual;Manual;First_Owner;17,8;1248;75;190Nm@ 2000rpm;5;N
4961;Maruti;2011;23500;60000;Central;Missouri;Maryland Heights;Petrol;Individual;Manual;First_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
5108;Maruti;2009;23500;70000;West;Colorado;Louisville;Petrol;Individual;Manual;Second_Owner;17,3;1061;64;8.6@ 3,500(kgm@ rpm);5;N
5186;Maruti;2014;23500;70000;East;Pennsylvania;Allentown;CNG;Individual;Manual;Second_Owner;26,3;998;67,1;90Nm@ 3500rpm;5;N
5813;Tata;2010;23500;90000;Central;Illinois;Elmhurst;Diesel;Individual;Manual;First_Owner;14;1948;90;190Nm@ 2000-3000;9;N
5991;Nissan;2011;23500;90000;South;Alabama;Homewood;Petrol;Individual;Manual;Second_Owner;18,06;1198;75;104Nm@ 4000rpm;5;N
6152;Hyundai;2013;23500;40000;West;Nevada;Las Vegas;Petrol;Individual;Manual;Second_Owner;21,1;814;55,2;74.5Nm@ 4000rpm;5;N
6618;Renault;2016;23500;60000;East;Maryland;Waldorf;Petrol;Individual;Manual;First_Owner;23,01;999;67;91Nm@ 4250rpm;5;N
7126;Tata;2010;23500;100000;Central;Iowa;Marshalltown;Diesel;Individual;Manual;Second_Owner;13,93;2179;138,1;320Nm@ 1700-2700rpm;7;N
7272;Maruti;2012;23500;80000;East;Ohio;Dublin;Petrol;Individual;Manual;Third_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
7831;Maruti;2013;23500;18000;West;California;Rancho Cucamonga;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;N
546;Maruti;2015;23600;60000;West;California;San Diego;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;Y
688;Hyundai;2014;23800;60000;East;Massachusetts;Boston;Petrol;Individual;Manual;First_Owner;17,92;1086;62,1;96.1Nm@ 3000rpm;5;Y
399;Maruti;2016;24000;50000;Central;Illinois;Chicago;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;Y
948;Chevrolet;2015;24000;55000;West;Washington;Seattle;Diesel;Individual;Manual;First_Owner;25,44;936;56,3;142.5Nm@ 1750rpm;5;Y
982;Maruti;2010;24000;143000;South;Georgia;Atlanta;Petrol;Individual;Manual;First_Owner;17,5;1298;85,8;114Nm@ 4000rpm;5;Y
983;Maruti;2013;24000;60000;East;Pennsylvania;Philadelphia;Petrol;Individual;Manual;First_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;Y
1421;Ford;2013;24000;100000;South;Florida;Hollywood;Diesel;Individual;Manual;First_Owner;20;1399;68,1;160Nm@ 2000rpm;5;Y
1735;Maruti;2014;24000;50000;Central;Illinois;Wilmette;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;Y
1758;Tata;2011;24000;120000;Central;Illinois;Woodridge;Diesel;Individual;Manual;First_Owner;13,93;2179;138,1;320Nm@ 1700-2700rpm;7;Y
2022;Maruti;2016;24000;50000;South;Florida;Poinciana;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;Y
2338;Maruti;2009;24000;120000;Central;Texas;Deer Park;Petrol;Individual;Manual;First_Owner;17,5;1298;85,8;114Nm@ 4000rpm;5;N
2477;Maruti;2015;24000;50000;South;North Carolina;Eden;Petrol;Individual;Manual;Second_Owner;23,95;998;67,05;90Nm@ 3500rpm;5;N
2774;Maruti;2014;24000;80000;West;Utah;Tooele;Petrol;Individual;Manual;Second_Owner;23,95;998;67,05;90Nm@ 3500rpm;5;N
2871;Mahindra;2011;24000;116000;South;Virginia;Fairfax;Diesel;Individual;Manual;First_Owner;14;2498;112;260 Nm at 1800-2200 rpm;7;N
2983;Renault;2016;24000;59300;South;Virginia;Mechanicsville;Petrol;Individual;Manual;First_Owner;25,17;799;53,3;72Nm@ 4386rpm;5;N
3128;Hyundai;2007;24000;110000;Central;Oklahoma;Edmond;Diesel;Individual;Manual;First_Owner;18,1;1493;110;24@ 1,900-2,750(kgm@ rpm);5;N
3499;Ford;2011;24000;72000;Central;Oklahoma;Owasso;Diesel;Individual;Manual;First_Owner;20;1399;68;160Nm@ 2000rpm;5;N
3740;Maruti;2011;24000;64500;West;Arizona;Bullhead City;Petrol;Individual;Manual;First_Owner;18,9;998;67,1;90Nm@ 3500rpm;5;N
3747;Maruti;2015;24000;80000;South;Alabama;Vestavia Hills;Petrol;Individual;Manual;Second_Owner;23,95;998;67,05;90Nm@ 3500rpm;5;N
3924;Tata;2014;24000;168000;West;Colorado;Thornton;Diesel;Individual;Manual;Second_Owner;22,3;1248;74;190Nm@ 1750-3000rpm;5;N
4278;Tata;2015;24000;110000;Central;Missouri;Overland;Diesel;Individual;Manual;Second_Owner;19,1;1405;70;135.4Nm@ 2500rpm;5;N
4592;Maruti;2012;24000;90000;Central;Missouri;Wentzville;Diesel;Individual;Manual;Second_Owner;23,2;1248;73,94;190Nm@ 2000rpm;5;N
4626;Maruti;2011;24000;90000;South;Florida;Fruit Cove;Diesel;Individual;Manual;Second_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
4697;Maruti;2009;24000;70000;East;New Hampshire;Hudson;Diesel;Individual;Manual;Second_Owner;19,3;1248;73,9;190Nm@ 2000rpm;5;N
4811;Hyundai;2011;24000;80000;East;New Jersey;Atlantic City;Petrol;Individual;Manual;First_Owner;20,36;1197;78,9;111.8Nm@ 4000rpm;5;N
4837;Maruti;2014;24000;50000;East;New York;Buffalo;Petrol;Individual;Manual;First_Owner;22,74;796;47,3;69Nm@ 3500rpm;5;N
4847;Renault;2016;24000;45000;West;California;Escondido;Petrol;Individual;Manual;Second_Owner;25,17;799;53,3;72Nm@ 4386rpm;5;N
4882;Maruti;2010;24000;80000;Central;Illinois;Saint Charles;Petrol;Individual;Manual;Second_Owner;20,92;998;67,1;90Nm@ 3500rpm;5;N
5167;Mahindra;2007;24000;80000;East;Ohio;Whitehall;Diesel;Individual;Manual;Second_Owner;13,6;2523;63;180 Nm at 1440-1500rpm;7;N
5338;Mahindra;2007;24000;80000;Central;Minnesota;Minnetonka;Diesel;Individual;Manual;Second_Owner;13,6;2523;63;180 Nm at 1440-1500rpm;7;N
5453;Maruti;2009;24000;90000;Central;Michigan;Saint Clair Shores;Diesel;Individual;Manual;First_Owner;21,1;1248;73,9;113Nm@ 4500rpm;5;N
5709;Maruti;2014;24000;90000;East;New York;Port Chester;Petrol;Individual;Manual;Second_Owner;23,95;998;67,05;90Nm@ 3500rpm;5;N
